flight_id,airline_name,overall_rating,review_title,review_date,verified,review,aircraft,type_of_traveller,seat_type,route,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,inflight_entertainment,wifi_&_connectivity,value_for_money,recommended,flight_month,flight_year
8922,Etihad Airways,4.0,"""many had broken entertainment systems""",2023-07-18,True," The flights departed and arrived on time, the connecting flights were good and the staff were helpful and friendly but everything else was pretty bad. We had a very old Boeing 777 plane for a 14 hour flight and many people had broken entertainment systems. The food was barely edible, disgusting in fact. Won’t be paying $3,600 again for such bad service. Prefer Emirates, Singapore Airlines or Qantas.",Boeing 777-300,Solo Leisure,Economy Class,Athens to Sydney via Abu Dhabi,2.0,4.0,1.0,4.0,2.0,5.0,2.0,no,July,2023
8924,Etihad Airways,5.0,"""the flight was pleasant""",2023-07-15,False, The flight was awesome and amazing. Crew should improve their behavior little bit. We loved the flight meal was also average. TV was also big enough and the flight was pleasant.,A350-1000,Family Leisure,Economy Class,Mumbai to Kuwait via Abu Dhabi,4.0,3.0,3.0,4.0,3.0,2.0,4.0,yes,July,2023
8930,Etihad Airways,1.0,"""I have learnt my lesson""",2023-06-20,True," BCN-AUH-LHE. Had a flight on 24th May 10.15am departure. After the boarding at BCN they kept us waiting at the boarding gate until 6pm, before announcing that the flight was cancelled due to a technical fault. During that 10 hours ordeal, no one had any decency to inform the passengers of what was going on, they kept changing the departure time with the increments of 1 hours. 1 snack voucher was provided which had a value of 5€, no lunch or drinks were provided. Finally at 6pm they told everyone to collect our baggage and wait at check-in area to be given hotel spaces. The off-loaded baggage arrived after 2 hours which to me was deliberate as they wanted to minimise the time passengers would spend at the hotel. Finally after another 2 hours wait in the queue, they told everyone to wait for buses to be taken to the hotel. The hotel was 1 and a half hour drive outside of Barcelona where we finally reached at 11.30pm. There was no communication as to when we will be picked up for our next day flight etc. At 4am, we were told bus had arrived for us, so hurried to the airport where they checked everyone in for 10.15am departure. At 11am, they told us that the aircraft that had just arrived from AUH to pick us up, was faulty as well. We were all then loaded onto the busses and taken to another aircraft which was parked at a half hour drive on the other side of the airport and finally that departed with the delay of over 2 hours. Abu Dhabi airport is another disgrace, you could smell the toilets from miles away, crowded space with low ceiling and rude staff. The flight to LHE was on a Airbus A320 with no IFE and in the name of in flight meal, they presented us with a bland sandwich. I asked for a diabetic meal in advance but due to cancelled flight and their crap service, never got it. All in all, I will never fly this joke of an airline again and recommend everyone to avoid them. They are not professional, will not communicate with customers if something went wrong and just treat their customers in a worst possible way. Choose Emirates or Qatar like I always do and couldn't do it this time because of last minute travel requirement. I have learnt my lesson and will never waste a penny on these clowns.",Boeing 787-9,Solo Leisure,Economy Class,Barcelona to Lahore via Abu Dhabi,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,May,2023
8946,Etihad Airways,5.0,"""Etihad can’t match the other carrier’s overall services""",2023-04-08,True," Booked a return flight to Thailand with Etihad. The first leg to Abu Dhabi was with an A350, brand new plane. I must admit that Etihad livery is the best one I’ve seen. Along with on time-ish departure, unfortunately they are the only positive things I can think of. Although the plane was new, the seats are cramped, a thing that I noticed to many other airlines with new planes, and I am definitely not a tall person. They’re just pouring as many seats as possible which is very inconvenient for longer flights. Surprisingly, on the 777 plane from AUH to BKK, although was an older plane, the seats were much more comfortable, thus confirming what I mentioned above. The food onboard was just average, it lacks presentation and quality like you get on Qatar, Emirates or Turkish. IFE was just ok, not too many options to choose from. The crew was not as proactive as the other middle eastern carriers mentioned above. Together with AUH airport experience (an old and tired airport) I must admit that my first experience was not so great with Etihad and I really wanted to love them as they look so stylish (apparently only from outside). I usually fly to Asia only with Qatar and unfortunately Etihad can’t match the other carrier’s overall services, and they are on the same price range.",A350 / Boeing 777-300ER,Solo Leisure,Economy Class,Dublin to Bangkok via Abu Dhabi,3.0,2.0,2.0,5.0,3.0,4.0,2.0,no,April,2023
8949,Etihad Airways,1.0,"""extremely disappointing""",2023-03-20,True,"  Having never flown on this type of aircraft before I was appalled at my journey yesterday. The seats are super tiny, think child size but squeeze an adult into them. I’m not a large person at all, 5ft 4 female but was squashed in between two large guys, one who insisted on typing on his laptop most of the journey and continually invading my space with his arms/elbows. Refreshments are not very forthcoming and I had to keep asking for water, which when it arrived was half a paper cup. Food was disappointing. The only saving grace is that i didn’t get my upgrade to business offer accepted and waste more money as these seats also looked well past their sell by date. Overall, extremely disappointing and won’t be in a rush to fly Etihad again.",Boeing 787-9,Couple Leisure,Economy Class,Abu Dhabi to London Heathrow,1.0,1.0,1.0,5.0,2.0,5.0,1.0,no,March,2023
8950,Etihad Airways,2.0,"""Overall a horrible experience""",2023-03-19,True,"  Overall a horrible experience. Delayed departure from Frankfurt of more than 1h. Upon arrival in Abu Dhabi, the Gangway did not work, so we were made to wait another 35min before disembarkation. Needless to say the connecting flight to Riyadh was missed but the worst part of it was that the ground staff were completely clueless and hardly helpful. No service quality at all. I have Platinum status of Etihad as a frequent flier, but after that experience and the ridiculously high prices for average to below-average service quality. It looks like the Etihad management is detached from the reality of service the airline is providing in general. A complaint filed with the Etihad Guest Platinum Service, was replied to after 22 days. For me this was my last trip with Etihad.",Boeing 787,Solo Leisure,Economy Class,Frankfurt to Riyadh via Abu Dhabi,2.0,4.0,1.0,1.0,2.0,2.0,1.0,no,February,2023
8955,Etihad Airways,1.0,"""the service was a disaster""",2023-03-04,True,"  Abu Dhabi to Amsterdam, the boarding process was chaotic, since seats at others were not assigned contiguously or as desired. I was ready to change my seat so that a family with 2 small children would have the space to sleep in row 15. I would like to complain about the staff employed for the 17H ​​area. The board service was unfriendly from the start. No rubbish was cleared away, the service was a disaster. Other guests also noticed this. The staff even commented when serving the drink that this was the last drink, she couldn't keep pouring anything.",Boeing 787 ,Couple Leisure,Economy Class,Abu Dhabi to Amsterdam,1.0,1.0,1.0,2.0,3.0,1.0,1.0,no,March,2023
8956,Etihad Airways,2.0,"""a very disappointing experience""",2023-03-03,True," Just had a very disappointing experience flying Etihad’s new business class on their A350. First the good: the plane’s interior design is very attractive. Now the bad: 1) Etihad uses Air India’s lounge at JFK. Seriously? This was one of the dirtiest and least attractive airline lounges I’ve ever been in. We left within minutes of arriving. 2) Many of Etihad’s online systems both app and online - just don’t function correctly. It was not possible to manage any part of my booking online or via the app. Not possible to choose seats or check-in. 3) While the plane is beautiful, scratch and you’ll discover that beauty is only skin deep. Many of the new plane’s innovations do no function properly. Outlets don’t work, the silly built-in phone charger didn’t work, the entertainment controller was extremely unresponsive and didn't work effectively. Seat was not comfortable compared to other business class seats. 4) The bathrooms were not clean and did not function well. 5) Worst of all on this flight was the service. While the flight attendants were nice enough, they didn’t provide some of the basic service I'd expect even if flying economy. Glasses and water bottles were never collected, my empty coffee mug sat on my tray for almost an hour and no one ever thought to ask if I wanted a refill. 6) The cabin was kept ridiculously warm making it impossible to sleep. 12 hour flight without a minute of sleep. In the future, I will stick with Emirates, Singapore and Qatar when expecting a premium airline experience.",A350,Couple Leisure,Business Class,New York JFK to Abu Dhabi,2.0,1.0,1.0,3.0,2.0,4.0,1.0,no,March,2023
8974,Etihad Airways,1.0,"""stay away from this airline""",2023-01-03,True,"  At the destination luggage missing ground staff doesn't offer any help no assistance whatsoever luggage delivered after 4 days damaged. Again customer service non-existent. MNL- BRU wanted to purchase extra luggage online not possible, was told to purchase that extra baggage at the counter on the day of travel. Of course, they wanted to charge per kilo,  impossible to take that extra on the day. Best of the best the ""dinner"" picture speaking by itself. Advise stay away from this airline.",Boeing 787,Solo Leisure,Economy Class,Manila to Brussels via Abu Dhabi,3.0,3.0,1.0,1.0,3.0,3.0,1.0,no,December,2022
8982,Etihad Airways,7.0,"""airport experience was one of the worst""",2022-12-03,True,  The airport experience was one of the worst due to the fact that Etihad outsources the local Thai company which can boast of having the worst and most unfriendly staff. The worst person was the duty manager who even mocked at my wife who was a wheelchair patient. The lounge was outsourced as well and was a pathetic dump. Luckily I had a priority pass and could use other lounges. Boarding started on time and the flight was packed in every seta. The plane was dated but the service was overall very good by the Etihad crew. IFE was not bad and the food quality was very nice. Wifi packages were reasonable and I was able to buy it using my miles. The best part was that we landed 50 minutes ahead of schedule which was wonderful!,Boeing 787,Couple Leisure,Business Class,Bangkok to Abu Dhabi,4.0,5.0,5.0,1.0,4.0,5.0,3.0,yes,November,2022
8984,Etihad Airways,2.0,"""will never fly with them again""",2022-11-27,True,"  Horrible airline and will never fly with them again. I tried to upgrade 2nd leg of my journey. They said my bid not successful and i can increase my bid. Which I tried failed as their website not allowed. 3 -4 hrs before 2nd check in at Abu Dhabi airport got mail saying there is issue with charging me for my upgrade bid. Which I fixed and they charged my card. Then drama started. Not getting confirmation, approached transfer desk 3 times they said call call center. Called them being told connect to transfer desk. After ping pong finally able grab call centre they said checking with other team what is happening. Same happened with 3 consultants 3 times by the time after 10-15 call got disconnected. Tried to chat they said wait for confirmation mail. Boarding started, flight about close in 20 min, called again 4 time was told call back to check status in 10 min. Called again 5th tome after 10 min just before flight close , was finally for answer we its system error they sent email and charged my card , though business seats available, i got error mail saying my bid success wrong charge. Traveling with my daughter and anguish they caused both of us. After 14 hr flight from Sydney to Abu Dhabi and 14 hr layover at airport, not even proper seating available and paid lounge fully booked. They supposed to provide hotel for long gap, was told rudely at Sydney airport they dont provide hotel as it was my choice to take later flight with 14 hr layover. I tried to explain to her, she is adamant there is earlier flight. Finally what a horrible trip.",Boeing 777,Family Leisure,Economy Class,Sydney to Hyderabad via Abu Dhabi,2.0,4.0,2.0,1.0,2.0,3.0,1.0,no,November,2022
8994,Etihad Airways,6.0,"""affordable but not glamourous""",2022-10-07,False,"  We flew Etihad to Rome Fiumicino and back via Abu Dhabi ,it was good but not great. When we got the airport check in was smooth however we had booked a bulkhead seats for all flights for my dads 50th but since they changed the plane from a 787-9 to a 777-300 meaning that we couldn't access the bulkheads seats and the Etihad staff were rude and refused to give a refund and we had to pay more for fees. The plane was older than expected, Inflight entertainment screens were tricky and average quality and it was showing its age. food on both flights were bland and repetitive meat rice and veggies but they offered drinks consistently, The layover in Abu Dhabi was terrible and lines were long the second leg from Abu Dhabi to Rome the 787 was better and easier to sleep in. Overall Etihad is affordable but not glamourous.",Boeing 777-300 / 787-10,Family Leisure,Economy Class,Sydney to Rome via Abu Dhabi,3.0,1.0,2.0,1.0,3.0,1.0,3.0,yes,July,2022
8987,Etihad Airways,9.0,"""product is much better than Emirates First""",2022-11-12,True,"  Abu Dhabi to Geneva in First on a 787-9. Probably the best flight I had. Crew was outstanding, formal and professional, yet engaging with passengers. The seat is stunning, very roomy, elegant, and does not feel claustrophobic. Food was extremely good: the menu is not that extensive but the quality of every dish is very high. You can order anything from the onboard menu, at any time. Pajamas provided are designed by a local Emirati brand A Friend Of Mine: drawing inspiration from traditional Emirati dress, I found these pajamas to be incredibly soft and comfortable. Amenity kit is stocked with Acqua di Parma products. In my opinion, this First class product is much better than Emirates First. Some areas of improvement: no amenities are offered in the toilet; WiFi quality and speed could be better (First passengers are given 200MB for free); champagne could be enhanced (Etihad serves Charles Heidsieck 2006, both Brut and Rosé, while Singapore Airlines, e.g., serves Krug in First). Other than that, a flight close to perfection. The First Class Lounge & SPA at Abu Dhabi airport is beautifully designed and worth spending at least 2 hours.",Boeing 787-9,Solo Leisure,First Class,Abu Dhabi to Geneva,5.0,5.0,5.0,5.0,4.0,3.0,5.0,yes,November,2022
8997,Etihad Airways,1.0,"""money still isn't back in my account""",2022-09-22,True,"  The leg from Melbourne to Abu Dhabi and Abu Dhabi to Melbourne was the worst flight of my life, both ways. I've flown the route from Melbourne to Vienna many times with Emirates, Qatar, Qantas, this was hands down the worst experience by far. Not only was the plane for this 13 hour flight 20+ years old, the seats were unbelievably uncomfortable, the bathrooms were filthy, on the first flight the toilet flushing button was smashed and covered in filth. The food was awful. On returning home, I looked to see if I could book a premium economy seat to alleviate the discomfort. The website told me the seats I selected were unavailable, but charged me 222.00 $ each time I clicked a seat. I was charged multiple times for seats that were unavailable. I immediately called Etihad and asked them to refund me. I was told I wasn't charged and my bank would release the funds in 24 hours. On the flight in question I was given one of the worst seats, in the very back of the plane in a seat that didn't recline. 5 days later, the money still isn't back in my account. I call again and say I'm going to dispute with my bank, they ask for 24 more hours to reverse the charge. It's been three days, a total of over a week. They're still keeping my money.",Boeing 777,Business,Economy Class,Vienna to Melbourne via Abu Dhabi,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,September,2022
9003,Etihad Airways,1.0,"""Easily the worst airline experience""",2022-08-22,False,"  Easily the worst airline experience we’ve had to date.  Firstly-we got to the airport for an extremely early morning flight with our bags packed only to be told our tickets didn’t include checked baggage (no where when booking these tickets was this mentioned-we didn’t even know Etihad would have this option as this is usually only for domestic flights or low budget airlines!). After the rude customer service attendant refused to help us, we had to pay 100 AED PER KG. Annoyed already, we got on the flight to a terrible plane, no screens, old seats and one working bathroom for all economy passengers. ",A320,Couple Leisure,Economy Class,Abu Dhabi to Heraklion,1.0,1.0,2.0,1.0,1.0,1.0,1.0,no,August,2022
9004,Etihad Airways,2.0,"""No water or food provided""",2022-08-19,False, Athens to Singapore via Abu Dhabi. Firstly paid for a flight that we thought was at least 787. It’s a 787 between Singapore to Abu Dhabi however to Athens either way you get a 320 with no screen. Delayed our flight whilst on the tarmac by 2 hours missing our connecting flight. No correspondence given from ground or on air staff. No water or food also provided for four hours. Best option was us to fly to India and then fly with Air India paid by Etihad. We rejected and had to buy our own flights home with Singapore Airlines - currently awaiting reimbursement.,A320,Couple Leisure,Economy Class,Athens to Singapore via Abu Dhabi,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,August,2022
9010,Etihad Airways,1.0,"""Horrible customer service""",2022-08-01,False,"  What an absolute nightmare and waste of $1,200. I had a flight credit for a canceled flight, but their website gives me a ""card"" error every time I try to use my travel bank credit, even with the flight being cheaper than my travel bank credit balance displayed on the payment page. I called Etihad to book the flight via phone and they are charging almost $100 to book the flight over the phone as a guest service fee. I emailed them screenshots of the payment screen with my travel bank balance, and they said it is not a valid reason to waive the $100 travel bank fee. Our original flight was booked during COVID from Kuala Lumpur back to Istanbul, where we were living. They canceled the flight within 24 hours of booking, and would only issue a travel credit. They were intentionally keeping bookings open for flight routes that they were canceling to collect airfares and turn them into travel credits. Horrible customer service. Avoid at all costs. I'm choosing to sacrifice my entire travel credit over paying them some BS $100 fee to talk to someone on the phone because their website sucks.",Boeing 787,Couple Leisure,Economy Class,Bangkok to Istanbul ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,July,2022
9013,Etihad Airways,5.0,"""did not impress me with service""",2022-07-15,False,"  We booked 4 flights from Vienna to Seychelles and back. Every flight had issues. 1st flight delayed for 3 hours without any explanation given to passengers. I was not able to check-in online with economy seat as none were available anymore despite fact I logged in at the precise time check-in opened. Had to pay 160euro for economy space and the seat did not recline & was broken. But to my surprise I also noticed free economy seats during flight. Wasted money. 2nd flight was a night flight and crew was waking up all passengers to serve food, there should be a better way to do it. On Way back we could not start check-in bags at airport as their system failed. Main flight back from Abu Dhabi to Vienna did not serve alcohol. why? We arrived 15 minutes ahead of schedule only to be left 45 minutes without any ventilation in the plane, as crew did not agree a car to drive the passengers to airport. In general, I cannot understand why a ""premium"" airline does not want to dock the plane to the airport but wants their passengers to board/ disembark from cars in 40 degrees. Flight crew did not impress me with service.",Boeing 787 / A320,Couple Leisure,Economy Class,Seychelles to Vienna via Abu Dhabi,3.0,3.0,3.0,1.0,3.0,3.0,2.0,no,July,2022
9014,Etihad Airways,1.0,"""will fly them again""",2022-07-07,True,  Etihad delivers a fine product from the ground to the air. Once onboard was shown to my seat by the cabin manager and served a glass of champagne and fresh orange juice. So much food was on offer and I ate my fair share. Cabin crew constantly asking if I was fine and needed anything. The seat was so comfortable and loved the massage function and the ability to change the cushion from soft to hard giving the best seat comfort. A sensational amount of movies and TV shows to keep you awake the whole flight. Really impressed with Etihad and will fly them again.,Boeing 787-9,Solo Leisure,Business Class,Jakarta to Abu Dhabi,5.0,5.0,5.0,5.0,5.0,1.0,5.0,yes,July,2022
9017,Etihad Airways,3.0,"""she was unapologetic, unhelpful and unhappy""",2022-06-29,False,"  What started off as a much awaited business- cum -pleasure trip to the UK (Manchester) from Malaysia (KL)for my wife and I and our kids was going well and fine till our return leg from Manchester to Abu Dhabi where my wife had problems lifting her hand carry luggage to the overhead cabin and requested for cabin crew assistance to which one of them agreed to. My wife was on one side of the aisle in business class while I was beside her on the other side separated by a barrier and so couldn't help her. Incidentally, both of us are elderly in our mid 60's and she had just had a Left knee joint replacement surgery done barely 2 months ago. Before the cabin crew came to help, the cabin flight manager came and she ordered me to put the bags up for my wife without asking about our health problems. When I tried to explain, she asked to go around to the other side of the aisle to do it and walked away. I didn't have time to do it as we were about to take off but a cabin crew came and helped without any fuss. Immediately after the plane took off and started cruising, this unpleasant lady cabin manager came, introduced herself and sternly told me care of our hand luggage is our sole personal responsibility and not the duty of any of her crew to help! Despite my explaining, she was unapologetic, unhelpful and unhappy. She certainly spoiled my day and made me lose any respect for the airline. Her rudeness, unprofessional behaviour embarassed me in front of my family and the other passengers.",Boeing 787,Family Leisure,Business Class,Manchester to Abu Dhabi,2.0,2.0,1.0,1.0,2.0,1.0,1.0,no,June,2022
9023,euroAtlantic Airways,1.0,"""Very bad in-flight services""",2021-08-31,True,"  Flying from Male to Toronto. Flight was 3 hours late from Male. Very bad in-flight services. We have been served food only once since last 8 hours. No snack, tea or coffee. Lights were turned off throughout. No infotainment on the plan. Not even charging ports.",Boeing 767-300 ER,Solo Leisure,Economy Class,Male to Toronto via Istanbul/Shannon,1.0,1.0,4.0,1.0,1.0,1.0,1.0,no,August,2021
9025,euroAtlantic Airways,1.0,"""I would have rather walked back""",2019-10-08,True," Flew back with euroAtlantic Airways due to Thomas Cook going bust and to be honest I would have rather walked back! Even though this was a repatriation flight it was well over priced! Flight cancelled twice without any reason. Then delayed once boarded for over an hour. I had paid and booked for premium class with Thomas Cook, this aircraft had premium seating. On boarding the aircraft I explained to an air hostess that due to a surgery I had I needed better seating than economy. I was told she would look into it, this was never done. I later found out that a minimum of 2 premium seats were left empty for the staff to use. I asked for a pillow to use to sit on, again they didn't have this. Even though this was an overnight flight the food was terrible and looked as though it has been packed from Manchester and left on board until we finally had it. The drink service again was terrible. Warm drinks, no ice and 2 small drinks on an 8 hour flight. No tea or coffee facilities unless you went to them. There was no entertainment on board the flight. Even though TV’s were fitted to each seat these were not active. This made for an extremely painful and boring 8 hour flight! In the toilet there were panels missing and what looked like dead bugs in the cavities where the panel was missing. Upon landing back at Manchester the plane was pretty much dropped on the ground and the brakes were slammed on! Overall you might as-well cancel your holiday if you have to fly with this company.",Boeing 767-300,Solo Leisure,Economy Class,Punta Cana to Manchester,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,October,2019
9041,Eurowings,1.0,"""still did not receive my lost luggage""",2023-07-18,True,"  I arrived 23 July without my luggage. It is already a week later and I still did not receive my lost luggage. No answers from the company. No response - only seen that the luggage was booked in at Zurich airport and booked through to Windhoek. Value and non-replaceable items of sentimental value were in my luggage. How do you replace items you bought on a once-in-a-lifetime holiday for your family? My chargers, clothes, etc. is not easy to replace. Never in my life again. It cost me a fortune to pay for the ticket from my hard-earn money. Disgusting to say the least.",A330-300,Solo Leisure,Economy Class,Zurich to Windhoek via Frankfurt,1.0,1.0,2.0,2.0,2.0,1.0,1.0,no,July,2023
9043,Eurowings,1.0,"""I will not fly Eurowings again""",2023-07-14,False,"  The only good thing about this flight on Eurowings, is that the flight is direct from Frankfurt to Orlando. For the rest, I have nothing good to say (old aircraft, old seats, inexperienced staff, poor food & service). I cannot even enjoy the frequent flyer mileage program (I am losing 10000 miles). I will not fly Eurowings again.",A330,Business,Economy Class,Frankfurt to Orlando,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,June,2023
9071,Eurowings,1.0,"""Below standard professionalism""",2023-01-17,True,"  Horrible experience. Below standard professionalism of cabin crew starting by the cabin manager. Cramped seats. Although having the company paying 100 USD to prebook a first row seat when on the plane realized that was actually on the second row with very limited leg room. Unhealthy to travel in these conditions for over 10 hours. Service very poor.  If your target is ""low cost"" good for you because you will not get anything for your money except potential health issues. Even if you are a Star Alliance Gold member and purchased your ticket with Lufthansa, No lounge access, no priority boarding, no miles accrued. My experience  in a sentence ""Too bad to be true""!",A330-300,Business,Economy Class,Frankfurt to Windhoek,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,January,2023
9081,Eurowings,6.0,"""For the price it was ok""",2022-10-09,True," For the price it was ok. The cabin crews are friendly, they answered questions about buying snacks in a friendly manner. The chairs were rather uncomfortable for longer distances, since they were a bit tight on the short-haul flight to Palma de Mallorca. The food tasted great and bridged the flight time very well, unfortunately very expensive. 2x coffee and 2x rolls with chicken came 15 EUR. As a low-budget airline, we naturally didn't have any inflight entertainment such as a tablet or customer kits. If you're looking to save money, you can fly with Eurowings, but only for short-haul flights.",A320,Couple Leisure,Economy Class,Palma to Hamburg,3.0,4.0,5.0,5.0,1.0,1.0,3.0,yes,October,2022
9138,EVA Air,1.0,"""Best airline I have ever flown.""",2023-07-26,False," Best airline I have ever flown. Was a long flight (14-15 hours), but boredom easily goes away with an amazing selection of meals, snacks, movies, TV shows and games. The flight crew were super nice too! Apparently the economy class is actually good, offers great comfort when on a budget. Will definitely fly with EVA Air again.",Boeing 777-300ER,Family Leisure,Economy Class,Vancouver to Taipei,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,July,2023
9144,EVA Air,1.0,"""Thank you for such a great service""",2023-05-03,False,"  
I flew with them on the 24th March 2023. What a great service and the Airline rep Debbie was so helpful and friendly and she helped us to do a very smooth check-in. I have to say it was 5 star service all the way from London to Bangkok and back and I cannot wait to fly with them again. Thank you for such a great service and looking forward to fly with you again. ",Boeing 777,Couple Leisure,Economy Class,London to Bangkok,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,March,2023
9146,EVA Air,1.0,"""I was impressed with everything""",2023-04-26,True,  I was impressed with everything about my flight. Premium seat was spacious and comfortable and with the cabin half empty there was plenty of room to spread out. Meals were excellent quality for airline food. Got plenty of sleep. Very happy.,Boeing 777-300,Solo Leisure,Premium Economy,London to Bangkok,5.0,4.0,4.0,4.0,3.0,2.0,4.0,yes,March,2023
9149,EVA Air,3.0,"""experience was pretty mediocre""",2023-03-31,True,"  My experience on the London Bangkok route was pretty mediocre. But let's start with the good : the staff are fantastic, well-trained, polite, efficient and gracious. The EVA web site is so full go glitches that it is practically unusable if you have a problem needing solving. I wanted to retrieve my membership number and password, which proved impossible over three months of trying. When asked to enter my name it would reply ""Please enter an English name.""  When I called customer service in Bangkok there was no reply ever. Cabin is nice, but small and cramped feeling, the herringbone arrangement is good but there is little privacy and the seats are narrow and not particularly comfortable. I am tall and have a disability so I'm not their ideal customer! There is no turn down service or mattress, so you have a blanket and have to put that down and sleep on top of it. The food was worse, though. As I recall, EVA always had great food and maybe Covid has impacted this. Bangkok-London offerings. Presentation is fine, we got a beef dish with a potato gratin that had a strange scent. My bead was microwaved plastic. The hostesses quietly apologized. Arriving at 6pm in London as it grew dark we were served breakfast. Congee, cereal and yoghurt and another weird omelette. There was a thing called Chicken with Red Cheese. This shows total lack of management. London to Bangkok was marginally better food wise. EVA doesn't have a lounge a Heathrow so they use the Lufthansa one. I need a wheelchair to get to gates they didn't send one. Boarding was an hour late, chaotic and disorganized. On board, the Chinese offering was good, fresh and real and the oolong tea is a lifesaver, but I didn't arrive feeling that I had enjoyed the flight. Tthe internet didn't work even though I paid for it.",Boeing 777-300,Business,Business Class,London to Bangkok,2.0,5.0,2.0,2.0,1.0,1.0,2.0,no,March,2023
9151,EVA Air,8.0,"""Staff is really attentive""",2023-03-05,True,"  First the app of EVA Air is quite good. I am ANA member but could use with no problem and register my ANA card. You can check all in app and choose your menu in advance. The Japanese menu from Tokyo was quite good. Staff is really attentive. Food is great. Taipei to Paris Flight is older, still full flat bed, but food is good and staff is attentive. Maybe need more option between the 2 meal as it is a 15h flight. For both flight wine was great. I recommend this airline base on price and quality.",Boeing 787 / A330,Business,Business Class,Tokyo to Paris via Taipei,4.0,4.0,4.0,4.0,3.0,1.0,5.0,yes,March,2023
9152,EVA Air,2.0,"""bumped by flight attendants""",2023-03-05,True,  The flight was pure torture with the thinly padded seats in the Boeing 787-10. Aisles were just large enough for the galley carts and since I was in an aisle seat if I was not careful I get bumped by flight attendants and fellow passengers. When my reservation was made I requested a wheelchair for my wife who can not walk a long distance. We had no issue in Seattle or Manila but at Taipei she was ignored in her request. So finding an unused wheelchair I wheeled my wife from the gate to the security checkpoint where an employee argued with me about stealing a wheelchair. EVA has lost me as a customer first the horrendous seats and the stolen wheelchair.,Boeing 787-10,Couple Leisure,Economy Class,Manila to Taipei ,1.0,5.0,4.0,1.0,3.0,3.0,1.0,no,March,2023
9161,EVA Air,1.0,"""always our #1 choice for travel""",2022-12-05,True,"  On time departure and arrivals. Immaculate aircraft, warm attentive staff (ground and on board). Royal Laurel Class seating was very comfortable with excellent amenities. Great transit lounge service in TPE Airport. Catering was amazing and still preserving the first class experience serving individual courses one at a time and the pre flight expansive menu is awesome. EVA is always our #1 choice for travel.",Boeing 777-300,Family Leisure,Business Class,Bangkok to San Francisco SFO via Taipei ,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,October,2022
9156,EVA Air,3.0,"""so little legroom""",2023-01-31,True,"  Mid-November the outward journey AMS – BKK in the Boeing 787 dream liner, to my surprise, very little legroom, not to say, very tight, in row 21 , but I was lucky row 20, with a lot of legroom, (you looked at the pantry, among other things), 2 empty seats. Consultation with a flight attendant and I was very spacious on row 20B, stretching my legs, etc. The return flight BKK-AMS was a true torture for me and others, so little legroom, I was now in row 28C, soon here and there some irritation and sometimes a fight, especially if someone pushed their seat back a bit (by the way, a seat like C is not really nice, people constantly bump into you, including staff) The passenger in front of me moved his seat back a bit, so I monitor was about 10 cm away. So I leaned back a little, to which a passenger behind me started grumbling, I didn't want any problems, so I stood up and patiently explained to the man; don't complain to me but do it at EVA, or fly premium, ok that problem solved quickly. My thought, apparently due to the new seat configuration EVA still wanted to cash in? Half November de heenreis AMS – BKK in de Boeing 787 dream liner, tot mijn verbazing, zeer weinig beenruimte, om niet te zeggen, zeer krap, op rij 21, echter ik had geluk rij 20, met heel veel beenruimte, (je keek oa tegen de pantry aan), 2 lege stoelen. Ff overleggen met een stewardess en ik zat op 20B zeer ruim, benen strekken enz. De terugvlucht BKK-AMS was voor mij en anderen een ware marteling, zo weinig beenruimte, ik zat nu op rij 28C, al snel hier en daar wat irritatie en soms ruzie, met name als iemand zijn stoel wat naar achteren deed (by the way een stoel als C is ook niet echt lekker constant botsen mensen tegen je aan incl. personeel) De passagier voor mij deed zijn stoel wat naar achter, waardoor ik mijn monitor op ong.10 cm afstand kwam. Dus ik ook maar iets naar achter, waarop een passagier achter mij begon te mopperen, ik wilde geen problemen, dus ben gaan staan en de man geduldig uitgelegd; ga niet bij mij klagen maar doe dat bij EVA, of vlieg premium, ok dat probleem snel opgelost. Mijn gedachte, blijkbaar door de nieuwe stoelen configuratie wilde EVA nog ff cashen? ",Boeing 787,Solo Leisure,Economy Class,Amsterdam to Bangkok,1.0,5.0,4.0,5.0,4.0,2.0,2.0,no,January,2023
